#,From,To (Interval: 15M),"Singrauli, Surya Kiran Bhawan Dudhichua  PM10 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  PM2.5 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NO (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NO2 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NOX (ppb)","Singrauli, Surya Kiran Bhawan Dudhichua  CO (mg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  SO2 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NH3 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  Ozone (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  Benzene (µg/m3)"
40,01/02/2023 09:45,01/02/2023 10:00,99,31,12.23695219,80.4,46.7,0.54,8.2,23.7,45.8,0.4
41,01/02/2023 10:00,01/02/2023 10:15,99,31,12.24302789,77.9,45.5,0.82,8.2,25.1,47.3,0.4
42,01/02/2023 10:15,01/02/2023 10:30,99,31,12.24910359,77.4,45.1,1.1,8.2,27,48.6,0.4
43,01/02/2023 10:30,01/02/2023 10:45,99,31,12.25517928,76,44.3,0.27,8.2,28.2,49.2,0.2
44,01/02/2023 10:45,01/02/2023 11:00,64,22,12.26125498,75.1,44.2,0.25,8.2,26.6,50.4,0.1
45,01/02/2023 11:00,01/02/2023 11:15,64,22,12.26733068,75.4,43.8,0.24,8.2,25.8,51.7,0.1
46,01/02/2023 11:15,01/02/2023 11:30,64,22,12.27340637,74.9,42.9,0.23,8.2,24.8,53.4,0.1
47,01/02/2023 11:30,01/02/2023 11:45,64,22,12.27948207,73.2,41.6,0.22,8.2,24.9,52.1,0.1
48,01/02/2023 11:45,01/02/2023 12:00,64,23,12.28555777,70.9,40.3,0.14,8.2,24.6,53.4,0.1
49,01/02/2023 12:00,01/02/2023 12:15,64,23,12.29163347,68.6,39,0.15,8.2,24.3,54.7,0.1
50,01/02/2023 12:15,01/02/2023 12:30,64,23,12.29770916,66.3,37.7,0.31,8.2,24,56,0.1
51,01/02/2023 12:30,01/02/2023 12:45,64,23,12.30378486,64,36.4,0.29,8.2,24,57.3,0.1
52,01/02/2023 12:45,01/02/2023 13:00,61,23,12.30986056,62.1,35.1,0.27,8.2,21.9,58.6,0.1
53,01/02/2023 13:00,01/02/2023 13:15,61,23,12.31593625,63.6,35.9,0.24,8.2,20.6,59.8,0.1
54,01/02/2023 13:15,01/02/2023 13:30,61,23,12.32201195,63.4,35.9,0.1,8.2,20.1,57.1,0.1
55,01/02/2023 13:30,01/02/2023 13:45,61,23,12.32808765,61.5,35.2,0.23,8.2,20.4,56.5,0.1
56,01/02/2023 13:45,01/02/2023 14:00,73,18,12.33416335,59.9,34.8,0.31,8.2,20.5,56.9,0.1
57,01/02/2023 14:00,01/02/2023 14:15,73,18,12.34023904,62.4,36.2,0.3,8.2,20.7,56.8,0.1
58,01/02/2023 14:15,01/02/2023 14:30,73,18,12.34631474,61.1,35,0.31,8.2,21.5,57.1,0.1
59,01/02/2023 14:30,01/02/2023 14:45,73,18,12.35239044,59,34,0.34,8.2,22,55,0.1
60,01/02/2023 14:45,01/02/2023 15:00,63,14,12.35846614,59.2,34,0.38,8.2,20.8,56.3,0.1
61,01/02/2023 15:00,01/02/2023 15:15,63,14,12.36454183,61.3,35.1,0.37,8.2,20.7,54.76,0.1
62,01/02/2023 15:15,01/02/2023 15:30,63,14,12.37061753,61.7,35.6,0.3,8.2,21.8,53.22,0.1
63,01/02/2023 15:30,01/02/2023 15:45,63,14,12.37669323,60.7,35.4,0.26,8.2,22.7,51.68,0.1
64,01/02/2023 15:45,01/02/2023 16:00,70,17,12.38276892,59.5,35.3,0.29,8.2,23.4,50.14,0.1
65,01/02/2023 16:00,01/02/2023 16:15,70,17,12.38884462,61.3,36.9,0.29,8.2,23.1,48.6,0.1
66,01/02/2023 16:15,01/02/2023 16:30,70,17,12.39492032,62.7,38,0.27,8.2,23.1,49.2,0.1
67,01/02/2023 16:30,01/02/2023 16:45,70,17,12.40099602,64.8,38.7,0.27,8.2,24.6,49.8,0.1
68,01/02/2023 16:45,01/02/2023 17:00,100,20,12.40707171,66.5,39.7,0.31,8.2,26.2,47.8,0.1
69,01/02/2023 17:00,01/02/2023 17:15,100,20,12.41314741,69.4,41.3,0.33,8.2,28,44.6,0.1
70,01/02/2023 17:15,01/02/2023 17:30,100,20,12.41922311,70.7,42.2,0.35,8.2,30.3,42.6,0.1
71,01/02/2023 17:30,01/02/2023 17:45,100,20,12.4252988,71.1,42.7,0.46,8.2,29,37.1,0.1
72,01/02/2023 17:45,01/02/2023 18:00,146,41,12.4313745,73.5,44.5,0.53,8.2,28,28,0.1
73,01/02/2023 18:00,01/02/2023 18:15,146,41,12.4374502,78.7,47.7,0.53,8.2,26.5,36.2,0.1
74,01/02/2023 18:15,01/02/2023 18:30,146,41,12.4435259,81.9,48.8,0.53,8.2,25.6,39.5,0.1
75,01/02/2023 18:30,01/02/2023 18:45,146,41,12.44960159,84,50.6,0.49,8.2,24.5,40.5,0.1
76,01/02/2023 18:45,01/02/2023 19:00,239,44,12.45567729,86.3,52.1,0.46,8.2,24.5,43.3,0.1
77,01/02/2023 19:00,01/02/2023 19:15,239,44,12.46175299,89.7,53.6,0.52,8.2,24.1,33.4,0.1
78,01/02/2023 19:15,01/02/2023 19:30,239,44,12.46782869,89.8,54.3,0.54,8.2,24,31.8,0.1
79,01/02/2023 19:30,01/02/2023 19:45,239,44,12.47390438,90.3,54.9,0.6,8.2,24.2,32,0.1
80,01/02/2023 19:45,01/02/2023 20:00,239,50,12.47998008,92,56.1,0.76,8.2,23.7,24.4,0.1
81,01/02/2023 20:00,01/02/2023 20:15,239,50,12.48605578,93.4,56.7,0.76,8.2,24.1,23,0.1
82,01/02/2023 20:15,01/02/2023 20:30,239,50,12.49213147,93.2,56.6,0.74,8.2,24.3,18.4,0.1
83,01/02/2023 20:30,01/02/2023 20:45,239,50,12.49820717,93.8,57.6,0.76,8.2,24.7,18,0.1
84,01/02/2023 20:45,01/02/2023 21:00,250,42,12.50428287,93.1,57.9,0.76,8.2,24.4,15.7,0.1
85,01/02/2023 21:00,01/02/2023 21:15,250,42,12.51035857,93.3,58.5,0.73,8.2,23.4,12.6,0.1
86,01/02/2023 21:15,01/02/2023 21:30,250,42,12.51643426,93.9,59.2,0.77,8.2,21.6,10,0.1
87,01/02/2023 21:30,01/02/2023 21:45,250,42,12.52250996,93.7,59.4,0.78,8.2,20.2,11.2,0.1
88,01/02/2023 21:45,01/02/2023 22:00,219,42,12.52858566,92.5,59.4,0.79,8.2,19.6,11.4,0.1
89,01/02/2023 22:00,01/02/2023 22:15,219,42,12.53466135,90.9,59.5,0.77,8.2,19.2,13.1,0.1
90,01/02/2023 22:15,01/02/2023 22:30,219,42,12.54073705,88.8,58.2,0.8,8.2,19,13,0.1
91,01/02/2023 22:30,01/02/2023 22:45,219,42,12.54681275,86.7,57.1,1.02,8.2,19.4,12.7,0.1
92,01/02/2023 22:45,01/02/2023 23:00,207,50,12.55288845,85.6,56.5,1.04,8.2,19.6,17,0.1
93,01/02/2023 23:00,01/02/2023 23:15,207,50,12.55896414,84,55.9,1.03,8.2,19.7,16.6,0.1
94,01/02/2023 23:15,01/02/2023 23:30,207,50,12.56503984,81.4,54.1,0.98,8.2,19.8,17.4,0.1
95,01/02/2023 23:30,01/02/2023 23:45,207,50,12.57111554,80.1,53,0.92,8.2,19.7,19.6,0.1
96,01/02/2023 23:45,02/02/2023 00:00,178,61,12.57719124,79,53.1,1.145,8.2,19.7,15.3,0.1
97,02/02/2023 00:00,02/02/2023 00:15,178,61,12.58326693,78.8,52.6,1.37,8.2,19.7,8.7,0.1
98,02/02/2023 00:15,02/02/2023 00:30,178,61,12.58934263,78.3,51.8,1.28,8.2,19.6,9,0.1
99,02/02/2023 00:30,02/02/2023 00:45,178,61,12.59541833,77.5,51.8,1.19,8.2,20,8.7,0.1
100,02/02/2023 00:45,02/02/2023 01:00,146,52,12.60149402,76.8,51.6,1.16,8.2,21.4,6.9,0.1
101,02/02/2023 01:00,02/02/2023 01:15,146,52,12.60756972,77.9,52.2,1.12,8.2,22.4,6.6,0.1
102,02/02/2023 01:15,02/02/2023 01:30,146,52,12.61364542,79.2,52.7,1.12,8.2,23.4,6.3,0.1
103,02/02/2023 01:30,02/02/2023 01:45,146,52,12.61972112,80,53.5,1.11,8.2,24.1,6.7,0.1
104,02/02/2023 01:45,02/02/2023 02:00,190,55,12.62579681,80.9,53.6,1.11,8.2,24.3,8.4,0.1
105,02/02/2023 02:00,02/02/2023 02:15,190,55,12.63187251,81.1,53.9,1.11,8.2,24.6,10.7,0.1
106,02/02/2023 02:15,02/02/2023 02:30,190,55,12.63794821,80.2,53.2,1.1,8.2,24.7,10.8,0.1
107,02/02/2023 02:30,02/02/2023 02:45,190,55,12.6440239,79.3,52.4,1.05,8.2,24.7,12.3,0.1
108,02/02/2023 02:45,02/02/2023 03:00,190,44,12.6500996,78.7,52,1.05,8.2,24.5,13.5,0.1
109,02/02/2023 03:00,02/02/2023 03:15,190,44,12.6561753,77.5,51.1,1.06,8.2,24.7,13.2,0.1
110,02/02/2023 03:15,02/02/2023 03:30,190,44,12.662251,76.2,50.4,1.09,8.2,24.9,13.4,0.1
111,02/02/2023 03:30,02/02/2023 03:45,190,44,12.66832669,75,49.1,1.06,8.2,24.6,18.5,0.1
112,02/02/2023 03:45,02/02/2023 04:00,113,38,12.67440239,73.9,48.3,1.05,8.2,25,20.6,0.1
113,02/02/2023 04:00,02/02/2023 04:15,113,38,12.68047809,72.9,47.6,1.05,8.2,24.8,17.7,0.1
114,02/02/2023 04:15,02/02/2023 04:30,113,38,12.68655378,72.4,47.4,1.04,8.2,24.3,21.2,0.1
115,02/02/2023 04:30,02/02/2023 04:45,113,38,12.69262948,72,46.7,1.04,8.2,24.6,20.4,0.1
116,02/02/2023 04:45,02/02/2023 05:00,92,40,12.69870518,70.9,45,1.09,8.2,23.7,15.6,0.1
117,02/02/2023 05:00,02/02/2023 05:15,92,40,12.70478088,71.4,45.8,1.09,8.2,21.6,14,0.1
118,02/02/2023 05:15,02/02/2023 05:30,92,40,12.71085657,70.3,45.6,1.11,8.2,20.4,12.2,0.1
119,02/02/2023 05:30,02/02/2023 05:45,92,40,12.71693227,68.2,44.9,1.06,8.2,20,14.2,0.1
120,02/02/2023 05:45,02/02/2023 06:00,99,44,12.72300797,68.1,44.1,1.09,8.2,19.4,16.1,0.1
121,02/02/2023 06:00,02/02/2023 06:15,99,44,12.72908367,67.9,44.3,1.13,8.2,19.1,12.5,0.1
122,02/02/2023 06:15,02/02/2023 06:30,99,44,12.73515936,66.4,43.7,1.15,8.2,19,13.7,0.1
123,02/02/2023 06:30,02/02/2023 06:45,99,44,12.74123506,65.4,43.5,1.16,8.2,18.9,12.9,0.1
124,02/02/2023 06:45,02/02/2023 07:00,96,51,12.74731076,64.6,43.1,1.24,8.2,19.3,9.2,0.1
125,02/02/2023 07:00,02/02/2023 07:15,96,51,12.75338645,64.9,43.4,1.31,8.2,19.6,10.6,0.1
126,02/02/2023 07:15,02/02/2023 07:30,96,51,12.75946215,64.8,43.6,1.36,8.2,19.3,12.1,0.1
127,02/02/2023 07:30,02/02/2023 07:45,96,51,12.76553785,65.1,43.5,1.32,8.2,18.7,15.8,0.1
128,02/02/2023 07:45,02/02/2023 08:00,111,69,12.77161355,66.2,44.6,1.19,8.2,18.9,25.6,0.1
129,02/02/2023 08:00,02/02/2023 08:15,111,69,12.77768924,67.7,44.7,1.13,8.2,19.1,34.7,0.1
130,02/02/2023 08:15,02/02/2023 08:30,111,69,12.78376494,68.4,43.9,1.26,8.2,19.4,33.2,0.1
131,02/02/2023 08:30,02/02/2023 08:45,111,69,12.78984064,69.3,43.6,1.12,8.2,19.8,34.4,0.1
132,02/02/2023 08:45,02/02/2023 09:00,151,63,12.79591633,69.3,42.9,1.08,8.2,22.4,37.36666667,0.1
133,02/02/2023 09:00,02/02/2023 09:15,151,63,12.80199203,69.6,42.4,1.09,8.2,24,40.33333333,0.1
134,02/02/2023 09:15,02/02/2023 09:30,151,63,12.80806773,71.4,42.6,1.09,8.2,24.7,43.3,0.1
135,02/02/2023 09:30,02/02/2023 09:45,151,63,12.81414343,73,42.5,1.09,8.2,24.4,45,0.1
136,02/02/2023 09:45,02/02/2023 10:00,113,42,12.82021912,74.8,43,1.376666667,8.2,25.7,47.9,0.1
137,02/02/2023 10:00,02/02/2023 10:15,113,42,12.82629482,75.9,43.4,1.663333333,8.2,28.8,49.3,0.1
138,02/02/2023 10:15,02/02/2023 10:30,113,42,12.83237052,75.3,43,1.95,8.2,28.3,48.3,0.1
139,02/02/2023 10:30,02/02/2023 10:45,113,42,12.83844622,74.3,42.8,1.535,8.2,28.4,49.4,0.1
140,02/02/2023 10:45,02/02/2023 11:00,113,40,12.84452191,73.3,42.6,1.12,8.2,28.5,50.5,0.1
141,02/02/2023 11:00,02/02/2023 11:15,113,40,12.85059761,74.3,43.5,1.11,8.2,27.8,49.6,0.1
142,02/02/2023 11:15,02/02/2023 11:30,113,40,12.85667331,73.7,43.1,1.12,8.2,28,48.2,0.1
143,02/02/2023 11:30,02/02/2023 11:45,113,40,12.862749,73.4,42.8,1.13,8.2,29.1,50.2,0.1
144,02/02/2023 11:45,02/02/2023 12:00,105,31,12.8688247,73.375,43.425,1.12,8.2,27.3,50.8,0.1
145,02/02/2023 12:00,02/02/2023 12:15,105,31,12.8749004,73.35,44.05,1.12,8.2,25.5,49.6,0.1
146,02/02/2023 12:15,02/02/2023 12:30,105,31,12.8809761,73.325,44.675,1.16,8.2,23.7,44.3,0.1
147,02/02/2023 12:30,02/02/2023 12:45,105,31,12.88705179,73.3,45.3,1.19,8.2,22.8,41.7,0.1
148,02/02/2023 12:45,02/02/2023 13:00,114,36,12.89312749,74.3,46.4,1.21,8.2,25.8,41.5,0.1
149,02/02/2023 13:00,02/02/2023 13:15,114,36,12.89920319,74.3,46.7,1.23,8.2,25,41.6,0.1
150,02/02/2023 13:15,02/02/2023 13:30,114,36,12.90527888,73.3,46.4,1.18,8.2,22.9,45.7,0.1
151,02/02/2023 13:30,02/02/2023 13:45,114,36,12.91135458,73.5,47.1,1.11,8.2,21.7,50.1,0.1
152,02/02/2023 13:45,02/02/2023 14:00,135,30,12.91743028,74.1,47.1,1.08,8.2,19.9,50.5,0.1
153,02/02/2023 14:00,02/02/2023 14:15,135,30,12.92350598,76.4,48.1,1.06,8.2,19.5,53.3,0.1
154,02/02/2023 14:15,02/02/2023 14:30,135,30,12.92958167,76.1,47.6,1.06,8.2,19.1,51.4,0.1
155,02/02/2023 14:30,02/02/2023 14:45,135,30,12.93565737,76.1,47.9,1.06,8.2,18.7,53.4,0.1
156,02/02/2023 14:45,02/02/2023 15:00,146,27,12.94173307,76.5,47.7,1.05,8.2,18.6,55.3,0.1
157,02/02/2023 15:00,02/02/2023 15:15,146,27,12.94780876,78,48.3,1.06,8.2,18,55.4,0.1
158,02/02/2023 15:15,02/02/2023 15:30,146,27,12.95388446,78.5,48.1,1.05,8.2,17.8,55.5,0.1
159,02/02/2023 15:30,02/02/2023 15:45,146,27,12.95996016,78.8,48,1.08,8.2,17.7,54.5,0.1
160,02/02/2023 15:45,02/02/2023 16:00,133,21,12.96603586,78.9,48.1,1.08,8.2,18,55.8,0.1
161,02/02/2023 16:00,02/02/2023 16:15,133,21,12.97211155,80.2,48.3,1.08,8.2,18,54.4,0.1
162,02/02/2023 16:15,02/02/2023 16:30,133,21,12.97818725,80.8,48.2,1.05,8.2,17.8,54.1,0.1
163,02/02/2023 16:30,02/02/2023 16:45,133,21,12.98426295,80.1,47.5,1.1,8.2,18,53.3,0.1
164,02/02/2023 16:45,02/02/2023 17:00,138,26,12.99033865,79.8,47.3,1.12,8.2,19.1,53.3,0.1
165,02/02/2023 17:00,02/02/2023 17:15,138,26,12.99641434,80.7,47.7,1.15,8.2,21.6,51.2,0.1
166,02/02/2023 17:15,02/02/2023 17:30,138,26,13.00249004,81.7,48.8,1.13,8.2,25.8,48.5,0.1
167,02/02/2023 17:30,02/02/2023 17:45,138,26,13.00856574,83.4,50.4,1.16,8.2,26.1,43.7,0.1
168,02/02/2023 17:45,02/02/2023 18:00,129,31,13.01464143,87,53.1,1.18,8.2,25.1,29.2,0.1
169,02/02/2023 18:00,02/02/2023 18:15,129,31,13.02071713,89.8,55.1,1.37,8.2,24.3,17,0.1
170,02/02/2023 18:15,02/02/2023 18:30,129,31,13.02679283,90.9,56.3,1.45,8.2,24,12,0.1
171,02/02/2023 18:30,02/02/2023 18:45,129,31,13.03286853,91.4,57,1.63,8.2,24.4,9.2,0.1
172,02/02/2023 18:45,02/02/2023 19:00,129,86,13.03894422,92.6,58.9,2.05,8.2,24.7,4.7,0.1
173,02/02/2023 19:00,02/02/2023 19:15,129,86,13.04501992,94.2,62.9,2.26,8.2,24.9,5.5,0.1
174,02/02/2023 19:15,02/02/2023 19:30,129,86,13.05109562,95.4,66.5,1.98,8.2,25,5.5,0.2
175,02/02/2023 19:30,02/02/2023 19:45,129,86,13.05717131,95.1,68.9,1.68,8.2,25.2,4.9,0.2
176,02/02/2023 19:45,02/02/2023 20:00,442,120,13.06324701,95.6,71,1.71,8.2,25,4.3,0.2
177,02/02/2023 20:00,02/02/2023 20:15,442,120,13.06932271,97,72.8,1.72,8.2,24.5,4.9,0.2
178,02/02/2023 20:15,02/02/2023 20:30,442,120,13.07539841,97,73.8,1.67,8.2,24.6,5,0.2
179,02/02/2023 20:30,02/02/2023 20:45,442,120,13.0814741,96.2,74.4,1.79,8.2,25,4.7,0.2
180,02/02/2023 20:45,02/02/2023 21:00,436,92,13.0875498,94.8,75.6,1.87,8.2,25.6,5.2,0.2
181,02/02/2023 21:00,02/02/2023 21:15,436,92,13.0936255,95.5,78,1.77,8.2,25.4,5.1,0.2
182,02/02/2023 21:15,02/02/2023 21:30,436,92,13.0997012,95.5,79.5,1.8,8.2,22.9,5.2,0.2
183,02/02/2023 21:30,02/02/2023 21:45,436,92,13.10577689,94.7,81,1.83,8.2,21.2,5.4,0.2
184,02/02/2023 21:45,02/02/2023 22:00,439,72,13.11185259,94.2,82.8,1.95,8.2,20.3,5.3,0.2
185,02/02/2023 22:00,02/02/2023 22:15,439,72,13.11792829,94,84.3,1.76,8.2,19.5,5.7,0.2
186,02/02/2023 22:15,02/02/2023 22:30,439,72,13.12400398,92.7,84.7,1.77,8.2,18.8,5.4,0.2
187,02/02/2023 22:30,02/02/2023 22:45,439,72,13.13007968,92.2,83.8,1.94,8.2,18.2,6.7,0.2
188,02/02/2023 22:45,02/02/2023 23:00,307,78,13.13615538,91,83,1.97,8.2,18.2,6.3,0.2
189,02/02/2023 23:00,02/02/2023 23:15,307,78,13.14223108,90.3,81.4,1.87,8.2,18.4,7.2,0.2
190,02/02/2023 23:15,02/02/2023 23:30,307,78,13.14830677,87.2,78.8,1.83,8.2,18.5,8.8,0.2
191,02/02/2023 23:30,02/02/2023 23:45,307,78,13.15438247,85.4,76.2,1.6,8.2,18.3,12.1,0.2
192,02/02/2023 23:45,03/02/2023 00:00,234,59,13.16045817,83.7,75,1.52,8.2,19,8.9,0.2
193,03/02/2023 00:00,03/02/2023 00:15,234,59,13.16653386,85.1,74.9,1.44,8.2,18.4,9.5,0.2
194,03/02/2023 00:15,03/02/2023 00:30,234,59,13.17260956,84.3,72.6,1.4,8.2,18.4,14.8,0.2
195,03/02/2023 00:30,03/02/2023 00:45,234,59,13.17868526,82.9,70.5,1.26,8.2,18.5,19.3,0.2
196,03/02/2023 00:45,03/02/2023 01:00,158,67,13.18476096,80.7,68.2,1.24,8.2,19,18.8,0.2
197,03/02/2023 01:00,03/02/2023 01:15,158,67,13.19083665,78.8,66,1.21,8.2,20.5,18.3,0.2
198,03/02/2023 01:15,03/02/2023 01:30,158,67,13.19691235,76.6,63.4,1.18,8.2,23.2,15.1,0.2
199,03/02/2023 01:30,03/02/2023 01:45,158,67,13.20298805,76.4,61.8,1.12,8.2,24.8,16.3,0.2
200,03/02/2023 01:45,03/02/2023 02:00,150,62,13.20906375,76.1,61.2,1.19,8.2,25.8,14.5,0.2
201,03/02/2023 02:00,03/02/2023 02:15,150,62,13.21513944,76.6,60.6,1.21,8.2,27,11.8,0.2
202,03/02/2023 02:15,03/02/2023 02:30,150,62,13.22121514,77,59.2,1.2,8.2,26.4,8.3,0.2
203,03/02/2023 02:30,03/02/2023 02:45,150,62,13.22729084,77.4,58.8,1.12,8.2,26,12.2,0.2
204,03/02/2023 02:45,03/02/2023 03:00,150,56,13.23336653,76.8,58.3,1.12,8.2,25.9,14.4,0.2
205,03/02/2023 03:00,03/02/2023 03:15,150,56,13.23944223,76.2,57.2,1.12,8.2,26.1,15.5,0.2
206,03/02/2023 03:15,03/02/2023 03:30,150,56,13.24551793,76.5,56.9,1.09,8.2,25.4,15.7,0.2
207,03/02/2023 03:30,03/02/2023 03:45,150,56,13.25159363,76.3,56.3,1.26,8.2,25.4,8,0.2
208,03/02/2023 03:45,03/02/2023 04:00,122,62,13.25766932,75.2,56,1.4,8.2,25.8,5.1,0.2
209,03/02/2023 04:00,03/02/2023 04:15,122,62,13.26374502,75.5,56.6,1.39,8.2,25.8,5,0.2
210,03/02/2023 04:15,03/02/2023 04:30,122,62,13.26982072,75.6,57.1,1.42,8.2,25.6,4.9,0.2
211,03/02/2023 04:30,03/02/2023 04:45,122,62,13.27589641,77.1,58.2,1.44,8.2,25,4.8,0.2
212,03/02/2023 04:45,03/02/2023 05:00,151,77,13.28197211,76.5,58.9,1.4,8.2,25.5,4.3,0.2
213,03/02/2023 05:00,03/02/2023 05:15,151,77,13.28804781,76.9,60,1.45,8.2,25.2,5.1,0.2
214,03/02/2023 05:15,03/02/2023 05:30,151,77,13.29412351,75.8,60.9,1.59,8.2,21.9,5.6,0.2
215,03/02/2023 05:30,03/02/2023 05:45,151,77,13.3001992,74.7,61.6,1.42,8.2,20.4,5.1,0.2
216,03/02/2023 05:45,03/02/2023 06:00,202,75,13.3062749,72.9,61.8,1.28,8.2,19.8,5.3,0.2
